EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
30.811,29.840,21.649,18.600,7.312,13.794,-2.637,11.409,-0.022,0.959,-0.335,-0.336,0.214,0.122,86.667,92522.000,1.000
33.369,29.947,22.906,20.364,7.807,13.125,-2.626,13.315,-0.024,0.961,-0.335,-0.366,0.458,0.031,86.667,92523.000,1.000
35.707,33.190,26.189,23.823,11.165,17.777,2.317,17.389,-0.024,0.964,-0.333,-0.336,0.519,-0.153,86.667,92524.000,1.000
33.609,34.332,26.321,24.214,12.388,22.140,6.286,18.479,-0.025,0.965,-0.333,-0.336,0.763,-0.305,86.667,92525.000,1.000
29.322,32.538,23.731,22.508,11.960,23.767,7.654,17.757,-0.023,0.967,-0.336,-0.427,0.946,-0.397,86.667,92526.000,1.000
26.408,29.920,21.225,21.186,11.712,22.952,7.677,17.806,-0.025,0.969,-0.336,-0.580,1.038,-0.519,86.667,92527.000,1.000
26.137,28.360,19.817,20.487,11.434,20.608,6.688,17.985,-0.028,0.970,-0.332,-0.671,1.038,-0.763,86.667,92528.000,1.000
26.722,27.774,18.923,19.499,10.476,17.576,4.440,16.791,-0.028,0.970,-0.331,-0.549,1.068,-0.885,86.667,92529.000,1.000
27.305,28.247,19.354,19.539,10.551,16.088,3.162,16.450,-0.029,0.972,-0.328,-0.702,1.099,-0.977,86.667,92530.000,1.000
28.509,30.273,21.684,21.247,12.771,17.581,4.688,18.971,-0.032,0.971,-0.329,-0.885,1.099,-1.038,86.667,92531.000,1.000
30.495,33.096,23.944,21.941,14.941,20.652,7.213,21.309,-0.033,0.966,-0.325,-1.190,0.977,-0.977,86.667,92532.000,1.000
33.155,35.464,24.822,20.897,15.636,23.878,9.003,20.799,-0.033,0.961,-0.329,-1.160,0.946,-0.916,86.667,92533.000,1.000
35.147,36.405,25.107,20.661,15.978,26.462,10.003,19.475,-0.032,0.959,-0.327,-1.190,0.916,-0.977,86.667,92534.000,1.000
35.122,35.645,24.958,21.146,15.821,26.828,9.083,18.935,-0.033,0.958,-0.330,-1.190,0.793,-1.068,86.667,92535.000,1.000
33.480,34.171,23.882,19.443,13.767,24.925,5.928,17.518,-0.031,0.958,-0.333,-1.038,0.854,-1.221,86.667,92536.000,1.000
30.507,32.117,21.254,14.887,10.053,22.602,2.664,14.144,-0.030,0.961,-0.331,-0.793,0.763,-1.251,86.667,92537.000,1.000
26.028,28.312,16.601,9.604,6.040,20.536,0.461,10.312,-0.028,0.963,-0.333,-0.641,0.732,-1.282,86.667,92538.000,1.000
23.308,25.314,13.190,6.984,4.171,20.001,0.335,9.218,-0.026,0.962,-0.331,-0.549,0.793,-1.221,86.667,92539.000,1.000
27.292,28.254,16.001,9.946,7.374,23.992,4.812,13.487,-0.026,0.958,-0.328,-0.549,0.671,-1.007,86.667,92540.000,1.000
35.032,35.425,23.148,16.353,13.944,30.925,12.411,20.773,-0.029,0.958,-0.328,-0.549,0.610,-0.885,86.667,92541.000,1.000
38.299,39.580,27.392,20.469,17.755,34.641,17.066,25.066,-0.032,0.956,-0.328,-0.427,0.702,-0.977,86.667,92542.000,1.000
34.900,37.897,25.831,20.019,15.836,32.531,15.958,23.856,-0.036,0.954,-0.326,-0.275,0.702,-1.099,86.667,92543.000,1.000
27.741,32.039,20.499,16.075,9.958,26.260,10.714,18.748,-0.037,0.954,-0.331,-0.031,0.641,-1.312,86.667,92544.000,1.000
21.098,25.423,14.920,11.413,4.116,19.344,4.683,13.169,-0.039,0.953,-0.329,0.153,0.519,-1.434,86.667,92545.000,1.000
19.336,23.074,13.307,10.297,2.709,16.498,2.183,11.483,-0.040,0.955,-0.329,0.336,0.183,-1.495,86.667,92546.000,1.000
21.429,24.784,14.770,11.902,4.480,17.256,2.571,12.699,-0.039,0.953,-0.333,0.488,0.031,-1.587,86.667,92547.000,1.000
22.404,24.720,13.991,10.773,3.826,15.998,0.620,11.210,-0.038,0.954,-0.333,0.610,-0.275,-1.587,86.667,92548.000,1.000
22.053,22.496,11.566,7.540,1.242,12.569,-2.924,7.655,-0.035,0.956,-0.332,0.793,-0.244,-1.678,86.667,92549.000,1.000
23.572,22.772,12.161,7.389,1.525,11.756,-2.954,7.066,-0.033,0.958,-0.330,1.038,-0.366,-1.709,86.667,92550.000,1.000
26.045,25.834,15.598,10.335,4.808,14.047,0.285,9.025,-0.030,0.962,-0.332,1.160,-0.366,-1.678,86.667,92551.000,1.000
27.317,28.554,18.372,12.739,7.653,15.908,2.352,9.634,-0.030,0.964,-0.333,1.312,-0.336,-1.678,86.667,92552.000,1.000
27.917,29.498,18.680,12.788,7.601,14.967,0.916,7.711,-0.029,0.967,-0.331,1.160,-0.336,-1.526,86.667,92553.000,1.000
27.732,29.134,17.190,10.993,4.987,12.147,-2.147,5.145,-0.027,0.966,-0.333,1.007,-0.305,-1.343,86.667,92554.000,1.000
